Feature,CompGroup(C),BaseGroup(B),NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,95%Conf.Int.1,95%Conf.Int.2,MeanC,MeanB,NullValue-DifferenceInMeans,Alternative,Method,FDR
X2831897_TMCO6,Relapse,RelapseFree,20,20,1.08849592007945,1.30274087035425,36.4449982413046,0.200835137783637,-0.0680347533858952,0.312706753385897,5.509451,5.387115,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3852743_GIPC1,Relapse,RelapseFree,20,20,1.08136307569492,1.30191173053256,37.6874619984971,0.200848103127956,-0.0626732948094279,0.288375294809428,5.9393275,5.8264765,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2988410_RNF216L,Relapse,RelapseFree,20,20,-1.14120423035493,-1.30559197964515,32.5204753308949,0.200852614089128,-0.487670052128877,0.106556052128877,3.416035,3.606592,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3893338_COL20A1,Relapse,RelapseFree,20,20,1.06036172464115,1.30116571302791,37.677187623611,0.20110284601131,-0.0470361628188782,0.216149162818879,6.0124465,5.92789,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3557851_IPO4,Relapse,RelapseFree,20,20,-1.0872649152295,-1.30339520697299,33.9948312005447,0.201198619721495,-0.308904590215369,0.0674975902153702,4.896187,5.0168905,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3942411_LOC646513,Relapse,RelapseFree,20,20,1.14511540436904,1.30829789035766,28.5078430171252,0.201223078655913,-0.1103456954782,0.5013316954782,3.879254,3.683761,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3076882_TAS2R38,Relapse,RelapseFree,20,20,1.15835864319187,1.30072709119198,37.4871523784932,0.20129123775108,-0.118141408275575,0.542305408275575,3.872626,3.660544,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2730404_SMR3B,Relapse,RelapseFree,20,20,1.11346946869031,1.30460338011671,31.9426084701939,0.201349579847172,-0.0870600279208307,0.39718402792083,4.0757805,3.9207185,0,two.sided,Welch Two Sample t-test,0.998325515159334
X4007376_SSX3,Relapse,RelapseFree,20,20,-1.2281774331614,-1.30179066147177,35.2659323266373,0.201427507799399,-0.758807881204595,0.165769881204595,1.424221,1.72074,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2726396_ZAR1,Relapse,RelapseFree,20,20,-1.08388898551139,-1.30029013473765,37.5002587185395,0.201436625038261,-0.297232001802306,0.0647980018023069,5.071604,5.187821,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2857112_CCNO,Relapse,RelapseFree,20,20,1.08951495542096,1.30078472616033,36.599432967766,0.201462873993395,-0.0690470888440526,0.316419088844053,6.0918565,5.9681705,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2437094_KRTCAP2,Relapse,RelapseFree,20,20,1.13012315603285,1.30345191144312,32.7436954213599,0.201511438474347,-0.0990637740460595,0.452023774046059,6.0280315,5.8515515,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2863964_ARSB,Relapse,RelapseFree,20,20,1.08489430796868,1.30047837591895,36.6812416259046,0.20154869482735,-0.0656534126753935,0.300762412675393,4.097725,3.9801705,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3661940_GNAO1,Relapse,RelapseFree,20,20,1.21673247908823,1.30943979757022,25.9530414350716,0.201859953241906,-0.161293062175087,0.727317062175087,4.1604905,3.8774785,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2591367_CALCRL,Relapse,RelapseFree,20,20,-1.25236274737329,-1.30333518102793,31.5576303984941,0.201889574609145,-0.832318724365234,0.183013724365234,3.0053025,3.329955,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3413701_WNT1,Relapse,RelapseFree,20,20,1.08548026747685,1.29819860163776,37.8409737435671,0.202075991329873,-0.0662197041187035,0.302886704118702,5.3745185,5.256185,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3455186_KRT5,Relapse,RelapseFree,20,20,1.06775747661096,1.29903409534078,35.968191169996,0.20219822428744,-0.0530881313553434,0.242256131355343,3.7972235,3.7026395,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3842264_NAT14,Relapse,RelapseFree,20,20,1.08903739976868,1.30629604560223,27.6776615773927,0.202203921411094,-0.0700083925444333,0.316115392544434,5.5427145,5.419661,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2509740_MBD5,Relapse,RelapseFree,20,20,1.11094893155639,1.2976403559592,37.9602906433122,0.202241382819182,-0.0850207327564324,0.388605732756432,4.560826,4.4090335,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3240012_MASTL,Relapse,RelapseFree,20,20,-1.27286022228265,-1.29765651446074,37.8634399189181,0.202255772129903,-0.891147173767411,0.19499917376741,5.0929445,5.4410185,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3409127_ARNTL2,Relapse,RelapseFree,20,20,-1.23276089220636,-1.29807554654382,36.9037917359723,0.202315914513451,-0.773165381418289,0.169379381418288,4.5307115,4.8326045,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2947219_ZKSCAN4,Relapse,RelapseFree,20,20,1.09764497428052,1.30177745991078,31.8943988782276,0.202316637963186,-0.075933840019768,0.344756840019768,3.945414,3.8110025,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3868257_SIGLEC11,Relapse,RelapseFree,20,20,1.09316903506607,1.29785303766096,37.0353145282693,0.202363190207256,-0.0721154475769898,0.32914844757699,4.8621555,4.733639,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3936224_SLC25A18,Relapse,RelapseFree,20,20,-1.06667376127052,-1.30090614220313,32.6048537767898,0.202409768176001,-0.238816899314888,0.0525788993148875,3.873849,3.966968,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3594986_TEX9,Relapse,RelapseFree,20,20,-1.21532696421665,-1.29725348753186,37.2363392918823,0.202524195304481,-0.720685003382876,0.157996003382875,3.306367,3.5877115,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2370433_CACNA1E,Relapse,RelapseFree,20,20,-1.04510254076119,-1.29774652251377,36.2519513615868,0.202571554937886,-0.16308293779747,0.0357939377974703,3.468405,3.5320495,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3350908_CEP164,Relapse,RelapseFree,20,20,-1.05303508146263,-1.29599068423824,37.8721102716497,0.202821477143776,-0.191022245417959,0.04191524541796,5.028534,5.1030875,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3758615_DUSP3,Relapse,RelapseFree,20,20,1.15212240400448,1.29620544162403,37.0370746883205,0.202923812809818,-0.115041935177059,0.523629935177057,5.2904065,5.0861125,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3450180_YARS2,Relapse,RelapseFree,20,20,-1.11473902818439,-1.29555108992805,37.9903021131461,0.202947209116936,-0.401572739516031,0.0881607395160305,3.8003755,3.9570815,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2391687_NADK,Relapse,RelapseFree,20,20,1.14056684428712,1.30008097921714,31.6339590914024,0.202966513999762,-0.107680946560443,0.487182946560443,5.9127425,5.7229915,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2324616_HSPC157,Relapse,RelapseFree,20,20,1.0800577841109,1.29788672727499,34.2888203305543,0.202989551712717,-0.0628123813171682,0.285029381317167,4.616261,4.5051525,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3376976_RASGRP2,Relapse,RelapseFree,20,20,1.09170532950281,1.29767624885378,33.8745778212117,0.203166184689957,-0.0716814456513757,0.324848445651375,4.98591,4.8593265,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3656990_ITGAM,Relapse,RelapseFree,20,20,-1.0524823210557,-1.29562784650444,36.7034694510314,0.203193098463034,-0.18923477103092,0.041642771030921,3.905809,3.979605,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2677624_C3orf51,Relapse,RelapseFree,20,20,1.12153955267667,1.29833184159698,32.9032479384509,0.203200248002398,-0.0938601482430577,0.424821148243058,3.525481,3.3600005,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3768627_ABCA8,Relapse,RelapseFree,20,20,-1.07603163998995,-1.29500426617164,37.4884730517665,0.203237734361085,-0.271060422876641,0.0596194228766405,2.11495,2.2206705,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3118651_DENND3,Relapse,RelapseFree,20,20,1.07771895161101,1.29459489903952,37.9513860555379,0.203281642982606,-0.0608790057122739,0.276841005712273,4.5541325,4.4461515,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3334025_MARK2,Relapse,RelapseFree,20,20,1.07721109916615,1.29488871068562,37.376636278921,0.203300714155321,-0.0605424210000664,0.275144421000067,5.7673335,5.6600325,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3699508_CFDP1,Relapse,RelapseFree,20,20,1.16364581146712,1.29829757787134,32.5462275790068,0.203310086564592,-0.124171236792248,0.561475236792247,8.1214245,7.9027725,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3558290_KHNYN,Relapse,RelapseFree,20,20,1.08596567241976,1.30018035418588,30.330955547413,0.203332858935917,-0.0678228009485234,0.305779800948525,4.9818705,4.862892,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3298924_MMRN2,Relapse,RelapseFree,20,20,-1.07757516026767,-1.29580251192194,35.8002812261763,0.203336105383009,-0.276523751832833,0.0609467518328334,4.337486,4.4452745,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2413907_DHCR24,Relapse,RelapseFree,20,20,1.23966301714962,1.29556616164262,35.8567443254459,0.203403731241042,-0.175315440742857,0.795211440742856,5.4260755,5.1161275,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3339346_FOLR3,Relapse,RelapseFree,20,20,-1.1161133101419,-1.29566388581059,34.9024359330202,0.203595041070823,-0.406827816955886,0.0898608169558857,4.451524,4.6100075,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3577277_BTBD7,Relapse,RelapseFree,20,20,1.16007614179896,1.29321648840212,37.7734459180615,0.203789538488267,-0.121184619322597,0.549623619322598,4.9561345,4.741915,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3710406_SHISA6,Relapse,RelapseFree,20,20,1.09364574928446,1.29326527372396,37.1877029275887,0.203895653923444,-0.0731556586035995,0.331446658603599,4.4132935,4.284148,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2392985_FLJ42875,Relapse,RelapseFree,20,20,-1.06279732369989,-1.29577973597369,33.4250408328437,0.203928430094531,-0.225759859045547,0.0500268590455459,4.10507,4.1929365,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3707127_MED11,Relapse,RelapseFree,20,20,-1.11879638704045,-1.29693815511777,31.8810081301196,0.203960636966059,-0.416334769975275,0.0924397699752755,3.0358675,3.197815,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2325526_SRRM1,Relapse,RelapseFree,20,20,-1.10482701376056,-1.29385601129768,35.5297503769541,0.204063111097791,-0.369359969829326,0.0817189698293249,6.4597425,6.603563,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3465409_BTG1,Relapse,RelapseFree,20,20,1.21358486625805,1.29224607175884,37.7188393989429,0.204133126245082,-0.158336009473758,0.716886009473756,7.0995085,6.8202335,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3443434_C12orf33,Relapse,RelapseFree,20,20,-1.07530207487063,-1.29195244033175,37.9982249417173,0.204176369790703,-0.268865238736891,0.0593812387368911,2.451144,2.555886,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2513471_SCN2A,Relapse,RelapseFree,20,20,1.27905207239944,1.30989956145166,21.2354222196616,0.20422409236882,-0.208266465908043,0.918416465908042,2.8223235,2.4672485,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3303862_,Relapse,RelapseFree,20,20,-1.16118472578299,-1.29214733833409,37.271066541079,0.204260719641625,-0.553588996883177,0.122393996883177,1.9651475,2.180745,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3924674_DIP2A,Relapse,RelapseFree,20,20,1.05464210470025,1.2916298092317,37.9364913011941,0.204299594416289,-0.0435502270827442,0.197057227082744,5.5195555,5.442802,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2511153_KCNJ3,Relapse,RelapseFree,20,20,1.17698056668199,1.2941851176773,33.9055303854738,0.204347474217579,-0.134107390176345,0.604288390176345,4.1697575,3.934667,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3635553_STARD5,Relapse,RelapseFree,20,20,1.17065908443226,1.29334917343048,34.585430755227,0.204462479551342,-0.129646785068584,0.584288785068584,6.1591175,5.9317965,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2780388_CXXC4,Relapse,RelapseFree,20,20,1.12425359711399,1.29108605171548,37.5314783465177,0.204569832019981,-0.0960784295407733,0.434013429540773,2.8240415,2.655074,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3174967_RORB,Relapse,RelapseFree,20,20,-1.0661951318492,-1.29084993876517,37.909465769485,0.204572696473327,-0.23750264712578,0.0525596471257791,3.531192,3.6236635,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3401197_C12orf32,Relapse,RelapseFree,20,20,1.07791207302703,1.2910309549268,37.445146098207,0.204606811941039,-0.0615674956132824,0.278046495613282,5.5208185,5.412579,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3216356_CDC14B,Relapse,RelapseFree,20,20,-1.06198876231176,-1.29111874788779,37.0183261287303,0.20466727794151,-0.222934707171732,0.0493977071717315,3.794901,3.8816695,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3413479_ANP32D,Relapse,RelapseFree,20,20,1.26811053180338,1.2938419032803,32.3796113741344,0.204873360457594,-0.196563538932952,0.881924538932952,3.146903,2.8042225,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3074912_DGKI,Relapse,RelapseFree,20,20,-1.05850457141796,-1.28992111611172,37.9967537604184,0.204873894452699,-0.210761308680843,0.0467063086808431,3.1095535,3.191581,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3011180_GRM3,Relapse,RelapseFree,20,20,-1.06474134304383,-1.29024628643812,37.4450485606054,0.204876220167717,-0.232571191340433,0.0515651913404327,2.828671,2.919174,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3395464_ASAM,Relapse,RelapseFree,20,20,1.15105478431306,1.29752297604739,28.1887319656564,0.204969839090031,-0.117355500020729,0.523268500020729,4.808298,4.6053415,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3708798_SENP3,Relapse,RelapseFree,20,20,-1.07304456914609,-1.28960962687692,37.9774709589877,0.204984897732793,-0.261374705803871,0.0579547058038711,4.924867,5.026577,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3104260_PKIA,Relapse,RelapseFree,20,20,-1.07951291239889,-1.28948548194422,37.8723437252999,0.205049077108396,-0.283688676319548,0.0629276763195475,2.585037,2.6954175,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3035380_TMEM184A,Relapse,RelapseFree,20,20,1.06367469720069,1.29027988502674,36.5733595844179,0.205051853102163,-0.0508488483261965,0.228962848326197,5.4015985,5.3125415,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3442785_CLEC4C,Relapse,RelapseFree,20,20,1.07987625440842,1.29603501517157,29.1848380167823,0.205119513145462,-0.0640398205140087,0.285771820514008,3.254005,3.143139,0,two.sided,Welch Two Sample t-test,0.998325515159334
X4001785_MAP3K15,Relapse,RelapseFree,20,20,-1.03775112792622,-1.29044620714559,35.6229639110086,0.205209195426229,-0.137511101045399,0.030590101045399,3.166897,3.2203575,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3452690_RAPGEF3,Relapse,RelapseFree,20,20,1.05702829797819,1.28891727436776,36.584674212699,0.205517671965812,-0.0458171263404261,0.205845126340427,4.9640875,4.8840735,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3946889_ACO2,Relapse,RelapseFree,20,20,1.15639918728114,1.28845048763344,37.1721709916722,0.205551360835307,-0.119984012302442,0.539263012302442,6.108808,5.8991685,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3089816_TNFRSF10C,Relapse,RelapseFree,20,20,1.07456369398181,1.28863464826142,36.8034335528654,0.205567171727116,-0.0594119261497301,0.26691392614973,2.7828985,2.6791475,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3315584_NLRP6,Relapse,RelapseFree,20,20,1.09022318008806,1.28781736833264,37.7933708549891,0.205639488574307,-0.0713145243282598,0.320561524328259,3.9127375,3.788114,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3353417_CRTAM,Relapse,RelapseFree,20,20,-1.10886827912534,-1.29068445329967,33.5130206370313,0.205646709779453,-0.383959908415114,0.0857839084151142,2.6200355,2.7691235,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3937755_SNAP29,Relapse,RelapseFree,20,20,1.16690167307757,1.28809285735323,37.172038198099,0.205674527994459,-0.127546517083502,0.572912517083502,6.344256,6.121573,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3119432_GPIHBP1,Relapse,RelapseFree,20,20,1.07303899082696,1.28754619649116,37.8619858085016,0.20571885685747,-0.0582223219355807,0.261627321935581,5.1286445,5.026942,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3380080_ORAOV1,Relapse,RelapseFree,20,20,1.11627346320551,1.28763120381211,37.333724045002,0.205799344396433,-0.0909465886455337,0.408327588645535,4.959379,4.8006885,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3119428_,Relapse,RelapseFree,20,20,-1.16621638705279,-1.28735209181157,37.635823202764,0.205832395963644,-0.570788394546345,0.127117394546345,3.9707525,4.192588,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2872471_DTWD2,Relapse,RelapseFree,20,20,1.19022184336623,1.28796234837118,36.5131979608046,0.205862060038461,-0.144177430475051,0.646638430475051,4.6343685,4.383138,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2790324_RNF175,Relapse,RelapseFree,20,20,-1.08183539138673,-1.28724847703019,37.6511753725289,0.205864938858527,-0.292001459292095,0.0650394592920948,3.4095725,3.5230535,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2383118_MIXL1,Relapse,RelapseFree,20,20,1.09672399632189,1.28859695970432,35.177007012989,0.205949127229139,-0.0766112312942933,0.343012231294293,4.223145,4.0899445,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2742134_SPATA5,Relapse,RelapseFree,20,20,-1.18734566541249,-1.287976844945,35.886640913093,0.205997483570576,-0.637882978083804,0.142402978083804,5.4247165,5.6724565,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2734018_MRPS18C,Relapse,RelapseFree,20,20,-1.19964870413507,-1.28671247970957,37.8460949491952,0.206009649400286,-0.675836566145421,0.150612566145421,3.4769565,3.7395685,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3993360_SPANXB1,Relapse,RelapseFree,20,20,-1.15585946608899,-1.28655731014376,37.432927395354,0.206148833498191,-0.537937045767051,0.120005045767051,2.127366,2.336332,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3341024_TSKU,Relapse,RelapseFree,20,20,1.12410048035576,1.28748440253998,35.516362618498,0.20625236627632,-0.097209206025938,0.434751206025939,4.3178735,4.1491025,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3851150_ZNF433,Relapse,RelapseFree,20,20,-1.07777572646323,-1.28616042911303,37.1639466295832,0.206342584301236,-0.278262579550352,0.0621485795503517,3.4436115,3.5516685,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3928529_KRTAP19.2,Relapse,RelapseFree,20,20,-1.18251747207156,-1.28521728596041,37.9797210486818,0.206498793028345,-0.622833340192384,0.139110340192384,2.322319,2.5641805,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3128954_TRIM35,Relapse,RelapseFree,20,20,-1.07498833141516,-1.2877337572772,34.141296518053,0.206499250574629,-0.26893069875338,0.0602886987533788,5.1454555,5.2497765,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3835751_CBLC,Relapse,RelapseFree,20,20,1.05088259509572,1.2868471690052,35.0608375795184,0.206579302116041,-0.0413487869425057,0.184551786942505,5.2162935,5.144692,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2704795_LRRC31,Relapse,RelapseFree,20,20,1.27633938507736,1.287801561642,33.7153971171084,0.206584445352126,-0.203661305754003,0.907685305754003,5.161428,4.809416,0,two.sided,Welch Two Sample t-test,0.998325515159334
X4015709_BTK,Relapse,RelapseFree,20,20,-1.07386526976883,-1.28496376736183,37.9368868927274,0.206595180042154,-0.264798430300962,0.0591724303009627,2.8287965,2.9316095,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3395817_OR10G7,Relapse,RelapseFree,20,20,1.16688307002995,1.28608660762047,36.0976323847444,0.206601319243074,-0.128430667351374,0.573750667351375,3.204409,2.981749,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3451558_ADAMTS20,Relapse,RelapseFree,20,20,-1.06701540117247,-1.28652773620163,35.2683021921716,0.206640224635638,-0.241209282117901,0.0540472821179013,1.95452,2.048101,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2975014_SGK1,Relapse,RelapseFree,20,20,1.27970564239911,1.28868183909919,32.0536519634712,0.206732668303686,-0.206559355247593,0.918183355247594,6.347384,5.991572,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3839741_C19orf75,Relapse,RelapseFree,20,20,1.07771334899167,1.28437517312172,37.9280032787003,0.206800624818512,-0.062221747055545,0.278168747055545,2.927065,2.8190915,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3029213_TAS2R41,Relapse,RelapseFree,20,20,1.250981105873,1.28775079890911,32.5777047307647,0.206905631219416,-0.187593406684707,0.833713406684707,3.108146,2.785086,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3360277_OR52R1,Relapse,RelapseFree,20,20,1.11494998929631,1.28378133402038,37.996674960663,0.206992250534968,-0.0905618204493279,0.404519820449327,5.0114595,4.8544805,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3629610_IGDCC3,Relapse,RelapseFree,20,20,1.05469693279049,1.28512025223348,35.6705737504538,0.207032325775683,-0.0444561816227366,0.198113181622736,4.735204,4.6583755,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3655587_QPRT,Relapse,RelapseFree,20,20,1.12285917390394,1.28540408390376,35.1427293181156,0.207057730319605,-0.0968163159075867,0.431170315907588,5.3546075,5.1874305,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3301609_FLJ34077,Relapse,RelapseFree,20,20,-1.25998451207235,-1.28354943858078,37.787995090043,0.207115201572496,-0.859345645157874,0.192533645157874,6.285473,6.618879,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2482505_SPTBN1,Relapse,RelapseFree,20,20,1.22371110052912,1.28435890640588,36.4421037047931,0.207121539079691,-0.168468318048255,0.750994318048255,8.1896735,7.8984105,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3953556_KLHL22,Relapse,RelapseFree,20,20,1.07237389123656,1.28339271564297,37.9586193336817,0.207134622490962,-0.0582099144402022,0.259825914440202,4.4085265,4.3077185,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3962781_MCAT,Relapse,RelapseFree,20,20,1.12773218835414,1.28510049823683,34.7037162099492,0.207268103772026,-0.100622497382364,0.447471497382364,5.2235945,5.05017,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3027204_TBXAS1,Relapse,RelapseFree,20,20,1.15483080744106,1.28539873137244,33.8503769466236,0.207377980529864,-0.120721122916243,0.536084122916244,4.903679,4.6959975,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3119450_ZFP41,Relapse,RelapseFree,20,20,1.07840717470688,1.28533380203506,33.8344366074145,0.207404473547664,-0.0633142665867474,0.281118266586747,4.79643,4.687528,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3871256_SAPS1,Relapse,RelapseFree,20,20,-1.06291998716023,-1.28292832523739,37.3262040575514,0.207426433437963,-0.227026889337844,0.0509608893378454,5.2838355,5.3718685,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3129149_PBK,Relapse,RelapseFree,20,20,-1.43013268130762,-1.28231102869476,37.9957228868151,0.207502171607564,-1.33100036022347,0.298702360223466,3.8855255,4.4016745,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3158011_PARP10,Relapse,RelapseFree,20,20,1.05900030144924,1.28233823950348,37.736032198855,0.207545811268945,-0.047888082638181,0.213294082638182,5.746025,5.663322,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3414846_DAZAP2,Relapse,RelapseFree,20,20,1.23857136728266,1.28161628773423,37.9733642161456,0.207747894892815,-0.178909118953502,0.796263118953502,7.511233,7.202556,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3934642_KRTAP12.1,Relapse,RelapseFree,20,20,-1.11766087000214,-1.281619774711,37.9032163270791,0.207760963036747,-0.413995349520983,0.0930303495209835,4.9844575,5.14494,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2876754_SMAD5OS,Relapse,RelapseFree,20,20,1.08319763941466,1.28790418071272,29.5682958160419,0.207767958765324,-0.067644992606147,0.298237992606148,4.784269,4.6689725,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2911903_PTP4A1,Relapse,RelapseFree,20,20,1.25508711114749,1.28218866200431,36.4585155555371,0.207869752387894,-0.190462040625872,0.846037040625871,8.1870795,7.859292,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2731373_PF4V1,Relapse,RelapseFree,20,20,-1.17470662623116,-1.29227413179302,25.168295868842,0.208001878600223,-0.60239973760009,0.13779873760009,1.289969,1.5222695,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3512500_KCTD4,Relapse,RelapseFree,20,20,1.149457798868,1.28078204892742,37.9974296824009,0.208032898072815,-0.116672747692732,0.518579747692732,1.9657975,1.764844,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2776305_NKX6.1,Relapse,RelapseFree,20,20,-1.07793523497902,-1.28107127009044,37.0196640377942,0.208135928721511,-0.279512290267659,0.0629712902676594,4.9424855,5.050756,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3840372_ZNF701,Relapse,RelapseFree,20,20,-1.27210830121075,-1.28156532069779,36.1183097783215,0.208161718671788,-0.89664160753076,0.20219860753076,4.167546,4.5147675,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3012633_GATAD1,Relapse,RelapseFree,20,20,1.11210807776284,1.28072358527612,37.4562894182724,0.208164566011685,-0.089129670442567,0.395723670442568,6.512511,6.359214,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2353021_SYCP1,Relapse,RelapseFree,20,20,-1.08077484388678,-1.28076463928689,37.3420979644036,0.20817419910182,-0.289301599373584,0.0651695993735842,1.584073,1.696139,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3695907_,Relapse,RelapseFree,20,20,-1.15052074740742,-1.28042770584344,37.6374629767637,0.208229820813836,-0.522209941773573,0.117635941773573,2.7286205,2.9309075,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2441043_OLFML2B,Relapse,RelapseFree,20,20,-1.09247896363579,-1.28074463721591,37.0929453441316,0.208233816794226,-0.329465752201934,0.0742547522019346,4.1567565,4.284362,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2806643_SLC1A3,Relapse,RelapseFree,20,20,-1.07815343004804,-1.28151058511841,35.7753216485746,0.208258424452207,-0.280408897701657,0.0632838977016566,3.6665845,3.775147,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3995088_FATE1,Relapse,RelapseFree,20,20,-1.08243507952184,-1.28287480460466,33.1360654271347,0.208436991562005,-0.295490046497603,0.0669290464976028,3.592429,3.7067095,0,two.sided,Welch Two Sample t-test,0.998325515159334
