Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
X3860999_ZNF781,Relapse,RelapseFree,20,20,-1.217088435,-2.25413278,31.66559676,0.031243781,-0.539663527,-0.027204473,1.658948,1.942382,0,two.sided,Welch Two Sample t-test,0.998325515
X2617579_OXSR1,Relapse,RelapseFree,20,20,1.241788951,2.237725648,37.59602963,0.031245256,0.029684503,0.595155497,6.003943,5.691523,0,two.sided,Welch Two Sample t-test,0.998325515
X3697090_ST3GAL2,Relapse,RelapseFree,20,20,1.143331688,2.276363232,25.92258683,0.031323114,0.018721557,0.367766443,4.6012175,4.4079735,0,two.sided,Welch Two Sample t-test,0.998325515
X2429147_DENND2C,Relapse,RelapseFree,20,20,-1.071912765,-2.235094368,37.98838341,0.031368687,-0.190931332,-0.009443668,2.951105,3.0512925,0,two.sided,Welch Two Sample t-test,0.998325515
X3644375_TSC2,Relapse,RelapseFree,20,20,1.109275717,2.236937174,36.77136516,0.031439749,0.014067254,0.285168746,5.5129685,5.3633505,0,two.sided,Welch Two Sample t-test,0.998325515
X3336351_CCS,Relapse,RelapseFree,20,20,1.160806095,2.230805038,37.85861001,0.031696893,0.019881223,0.410372777,5.2458125,5.0306855,0,two.sided,Welch Two Sample t-test,0.998325515
X2451155_PTPN7,Relapse,RelapseFree,20,20,1.142673313,2.232030441,36.45850346,0.031845347,0.017656728,0.367169272,4.7842955,4.5918825,0,two.sided,Welch Two Sample t-test,0.998325515
X3557408_EFS,Relapse,RelapseFree,20,20,1.101880675,2.227623776,37.93311622,0.031914365,0.012762135,0.267173865,5.572889,5.432921,0,two.sided,Welch Two Sample t-test,0.998325515
X3417161_RAB5B,Relapse,RelapseFree,20,20,1.299220679,2.228485698,37.4568772,0.031930351,0.03442259,0.72087041,5.8089325,5.431286,0,two.sided,Welch Two Sample t-test,0.998325515
X2733898_THAP9,Relapse,RelapseFree,20,20,-1.158529676,-2.225155562,37.70749572,0.032130462,-0.405485208,-0.019104792,2.246273,2.458568,0,two.sided,Welch Two Sample t-test,0.998325515
X2558355_ASPRV1,Relapse,RelapseFree,20,20,1.130880117,2.225332496,37.53616386,0.032145954,0.01595711,0.33893489,4.2684375,4.0909915,0,two.sided,Welch Two Sample t-test,0.998325515
X4020938_DCAF12L1,Relapse,RelapseFree,20,20,-1.193442037,-2.236862023,32.54887947,0.032267204,-0.487300295,-0.022956705,3.2448955,3.500024,0,two.sided,Welch Two Sample t-test,0.998325515
X3171865_LOC100132167,Relapse,RelapseFree,20,20,-1.256204202,-2.221942843,37.90072045,0.032333302,-0.628910721,-0.029231279,1.8070025,2.1360735,0,two.sided,Welch Two Sample t-test,0.998325515
X3845681_MOBKL2A,Relapse,RelapseFree,20,20,1.124019839,2.235639436,32.62144634,0.032339255,0.015106087,0.322228913,6.2000655,6.031398,0,two.sided,Welch Two Sample t-test,0.998325515
X2974566_TAAR2,Relapse,RelapseFree,20,20,-1.311810202,-2.226604379,35.74835936,0.032365791,-0.748296196,-0.034821804,2.1246735,2.5162325,0,two.sided,Welch Two Sample t-test,0.998325515
X3475915_,Relapse,RelapseFree,20,20,-1.274506296,-2.223371236,37.0363685,0.032373421,-0.668832277,-0.031044723,2.1941255,2.544064,0,two.sided,Welch Two Sample t-test,0.998325515
X2960399_C6orf155,Relapse,RelapseFree,20,20,-1.203792305,-2.220786415,37.99483779,0.032402722,-0.511510437,-0.023662563,3.2235405,3.491127,0,two.sided,Welch Two Sample t-test,0.998325515
X3817501_CHAF1A,Relapse,RelapseFree,20,20,-1.2163585,-2.22604025,35.6421506,0.032426493,-0.54009993,-0.02503707,5.801131,6.0836995,0,two.sided,Welch Two Sample t-test,0.998325515
X3040175_PRPS1L1,Relapse,RelapseFree,20,20,-1.282418817,-2.232366891,33.0902168,0.03247409,-0.685895198,-0.031839802,1.3251145,1.683982,0,two.sided,Welch Two Sample t-test,0.998325515
X3635198_BCL2A1,Relapse,RelapseFree,20,20,-1.284079477,-2.222509173,36.21539853,0.032580504,-0.68984559,-0.03162341,3.7164755,4.07721,0,two.sided,Welch Two Sample t-test,0.998325515
X3136888_TOX,Relapse,RelapseFree,20,20,1.508722526,2.224792322,34.15594526,0.032804933,0.051441503,1.135213497,5.5467535,4.953426,0,two.sided,Welch Two Sample t-test,0.998325515
X3928587_KRTAP21.2,Relapse,RelapseFree,20,20,1.370400896,2.232093637,31.22366155,0.03291818,0.039342291,0.869853709,5.2914015,4.8368035,0,two.sided,Welch Two Sample t-test,0.998325515
X2317434_TPRG1L,Relapse,RelapseFree,20,20,1.23333182,2.212083581,37.41978291,0.033142938,0.025530437,0.579591563,6.7593965,6.4568355,0,two.sided,Welch Two Sample t-test,0.998325515
X2449391_KCNT2,Relapse,RelapseFree,20,20,-1.111888791,-2.21302586,36.53004842,0.033226811,-0.293167872,-0.012857128,2.3683435,2.521356,0,two.sided,Welch Two Sample t-test,0.998325515
X3031533_GIMAP4,Relapse,RelapseFree,20,20,-1.338183536,-2.207177087,37.10682999,0.033565278,-0.80605262,-0.03449938,4.962427,5.382703,0,two.sided,Welch Two Sample t-test,0.998325515
X2899393_BTN2A3,Relapse,RelapseFree,20,20,-1.202240895,-2.217492242,33.07195497,0.033572236,-0.509505401,-0.021946599,4.13241,4.398136,0,two.sided,Welch Two Sample t-test,0.998325515
X2360346_CHRNB2,Relapse,RelapseFree,20,20,-1.229516418,-2.20929248,36.05931566,0.033591997,-0.571717985,-0.024464015,5.8479995,6.1460905,0,two.sided,Welch Two Sample t-test,0.998325515
X3839910_FPR2,Relapse,RelapseFree,20,20,-1.157543171,-2.204695353,37.96913384,0.033607288,-0.404876081,-0.017255919,2.6831845,2.8942505,0,two.sided,Welch Two Sample t-test,0.998325515
X4022183_HS6ST2,Relapse,RelapseFree,20,20,-1.220933395,-2.204702785,37.92111458,0.033614675,-0.552434645,-0.023534355,3.620199,3.9081835,0,two.sided,Welch Two Sample t-test,0.998325515
X2893895_BMP6,Relapse,RelapseFree,20,20,-1.095741889,-2.204533633,37.8111083,0.033645795,-0.253057252,-0.010758748,4.417311,4.549219,0,two.sided,Welch Two Sample t-test,0.998325515
X2971724_FAM184A,Relapse,RelapseFree,20,20,-1.247169455,-2.212981126,34.26058546,0.033660816,-0.611207928,-0.026107072,3.20493,3.5235875,0,two.sided,Welch Two Sample t-test,0.998325515
X2751722_GALNTL6,Relapse,RelapseFree,20,20,-1.227526355,-2.204946606,37.29264022,0.033702153,-0.567459371,-0.024048629,2.5160325,2.8117865,0,two.sided,Welch Two Sample t-test,0.998325515
X3183219_FSD1L,Relapse,RelapseFree,20,20,-1.339870436,-2.208880217,35.62176078,0.033704218,-0.809783614,-0.034403386,1.9502975,2.372391,0,two.sided,Welch Two Sample t-test,0.998325515
X2325158_MDS2,Relapse,RelapseFree,20,20,1.139809719,2.204502152,37.32892302,0.033729669,0.015321992,0.362264008,4.6496735,4.4608805,0,two.sided,Welch Two Sample t-test,0.998325515
X3289337_,Relapse,RelapseFree,20,20,-1.217660545,-2.214116518,33.49398801,0.033734449,-0.545031657,-0.023192343,3.374465,3.658577,0,two.sided,Welch Two Sample t-test,0.998325515
X3512157_MGC5590,Relapse,RelapseFree,20,20,1.332534144,2.203912916,37.21475532,0.033794056,0.033472447,0.794872553,5.012214,4.5980415,0,two.sided,Welch Two Sample t-test,0.998325515
X3778772_APCDD1,Relapse,RelapseFree,20,20,-1.361713314,-2.236302087,26.47022731,0.033967367,-0.854486312,-0.036359688,5.6869695,6.1323925,0,two.sided,Welch Two Sample t-test,0.998325515
X3934187_HSF2BP,Relapse,RelapseFree,20,20,-1.107560878,-2.199514162,37.50593467,0.03408002,-0.28309619,-0.01167581,4.0599125,4.2072985,0,two.sided,Welch Two Sample t-test,0.998325515
X3654111_JMJD5,Relapse,RelapseFree,20,20,1.093649161,2.203943183,35.45154311,0.034111159,0.010240803,0.248059197,4.975402,4.846252,0,two.sided,Welch Two Sample t-test,0.998325515
X4024538_MAGEC2,Relapse,RelapseFree,20,20,-1.196828968,-2.196993297,37.96131538,0.034197024,-0.498077512,-0.020356488,2.6002885,2.8595055,0,two.sided,Welch Two Sample t-test,0.998325515
X3004009_ZNF479,Relapse,RelapseFree,20,20,1.260860354,2.203674644,34.6803573,0.034281832,0.026237285,0.642579715,3.272449,2.9380405,0,two.sided,Welch Two Sample t-test,0.998325515
X3619945_OIP5,Relapse,RelapseFree,20,20,-1.236808809,-2.195480918,37.41839779,0.03440548,-0.589495281,-0.023749719,4.07808,4.3847025,0,two.sided,Welch Two Sample t-test,0.998325515
X2659039_MUC20,Relapse,RelapseFree,20,20,1.344005461,2.222394709,28.33013376,0.034409453,0.03359932,0.81947868,6.8072895,6.3807505,0,two.sided,Welch Two Sample t-test,0.998325515
X3852034_TRMT1,Relapse,RelapseFree,20,20,-1.158207304,-2.220398622,28.59284152,0.034481878,-0.407191352,-0.016595648,4.442291,4.6541845,0,two.sided,Welch Two Sample t-test,0.998325515
X3522101_RNF113B,Relapse,RelapseFree,20,20,1.160903055,2.196261612,36.46761543,0.034512634,0.016569948,0.413925052,3.791803,3.5765555,0,two.sided,Welch Two Sample t-test,0.998325515
X2950214_TAP1,Relapse,RelapseFree,20,20,-1.308471045,-2.191576677,37.95693628,0.034617056,-0.74618811,-0.02957589,6.045224,6.433106,0,two.sided,Welch Two Sample t-test,0.998325515
X3803500_C18orf34,Relapse,RelapseFree,20,20,-1.14329246,-2.198508712,34.13748023,0.034789201,-0.371752004,-0.014636996,1.6969085,1.890103,0,two.sided,Welch Two Sample t-test,0.998325515
X2790999_ACCN5,Relapse,RelapseFree,20,20,-1.093533942,-2.201930814,32.71482453,0.034831546,-0.248227605,-0.009768395,2.1643265,2.2933245,0,two.sided,Welch Two Sample t-test,0.998325515
X3157132_SLURP1,Relapse,RelapseFree,20,20,1.186769701,2.188435817,37.89557314,0.034872585,0.018497042,0.475582958,4.411498,4.164458,0,two.sided,Welch Two Sample t-test,0.998325515
X2917017_GJA10,Relapse,RelapseFree,20,20,-1.381960615,-2.213132406,28.89001114,0.034945508,-0.898096157,-0.035336843,2.6687935,3.13551,0,two.sided,Welch Two Sample t-test,0.998325515
X2974635_VNN2,Relapse,RelapseFree,20,20,-1.145511546,-2.201257006,32.18111446,0.03500556,-0.37731319,-0.01467081,2.6807005,2.8766925,0,two.sided,Welch Two Sample t-test,0.998325515
X3179669_C9orf89,Relapse,RelapseFree,20,20,1.125807762,2.18677077,37.24157334,0.035115378,0.012588598,0.329332402,5.3722185,5.201258,0,two.sided,Welch Two Sample t-test,0.998325515
X2851274_CDH10,Relapse,RelapseFree,20,20,-1.126513029,-2.20661188,29.5085705,0.035270406,-0.33103943,-0.01268857,2.107988,2.279852,0,two.sided,Welch Two Sample t-test,0.998325515
X2676141_SEMA3G,Relapse,RelapseFree,20,20,1.105104654,2.181574955,37.96413373,0.035402093,0.010384123,0.277981877,5.0398345,4.8956515,0,two.sided,Welch Two Sample t-test,0.998325515
X4031156_RPS4Y2,Relapse,RelapseFree,20,20,1.362784081,2.180639771,37.99920282,0.035470502,0.03199609,0.86111791,2.722098,2.275541,0,two.sided,Welch Two Sample t-test,0.998325515
X3009399_HSPB1,Relapse,RelapseFree,20,20,1.195025166,2.195603202,31.86367476,0.035519763,0.018535586,0.495546414,6.846323,6.589282,0,two.sided,Welch Two Sample t-test,0.998325515
X3645402_FLYWCH1,Relapse,RelapseFree,20,20,1.136250162,2.182092116,36.61288536,0.035597304,0.013104836,0.355456164,5.227036,5.0427555,0,two.sided,Welch Two Sample t-test,0.998325515
X3946495_MCHR1,Relapse,RelapseFree,20,20,1.16984671,2.180216644,37.35231204,0.035615052,0.016055574,0.436583426,5.1125345,4.886215,0,two.sided,Welch Two Sample t-test,0.998325515
X3924100_C21orf89,Relapse,RelapseFree,20,20,1.125166886,2.178757309,37.72878787,0.035666445,0.01201688,0.32826112,4.595537,4.425398,0,two.sided,Welch Two Sample t-test,0.998325515
X2742985_PLK4,Relapse,RelapseFree,20,20,-1.435819603,-2.183661761,35.25662766,0.035728107,-1.006924877,-0.036824123,3.957967,4.4798415,0,two.sided,Welch Two Sample t-test,0.998325515
X2988726_FSCN1,Relapse,RelapseFree,20,20,-1.199666166,-2.186170441,33.7932736,0.03582773,-0.506829314,-0.018436686,4.7664815,5.0291145,0,two.sided,Welch Two Sample t-test,0.998325515
X2363579_TOMM40L,Relapse,RelapseFree,20,20,1.112746143,2.176140825,37.68439009,0.035883601,0.010707966,0.297541034,4.67789,4.5237655,0,two.sided,Welch Two Sample t-test,0.998325515
X3673583_IL17C,Relapse,RelapseFree,20,20,1.159115636,2.177346467,36.77143158,0.03594764,0.014746815,0.411302185,6.323091,6.1100665,0,two.sided,Welch Two Sample t-test,0.998325515
X3525234_IRS2,Relapse,RelapseFree,20,20,1.121173849,2.176462722,36.93779349,0.035988693,0.011384109,0.318635891,5.629302,5.464292,0,two.sided,Welch Two Sample t-test,0.998325515
X3199511_FREM1,Relapse,RelapseFree,20,20,1.528039672,2.200749999,28.29318674,0.036076995,0.042608233,1.180755767,4.6583315,4.0466495,0,two.sided,Welch Two Sample t-test,0.998325515
X2735129_IBSP,Relapse,RelapseFree,20,20,-1.277500185,-2.211563594,25.48330138,0.036180489,-0.682043068,-0.024603932,2.6319075,2.985231,0,two.sided,Welch Two Sample t-test,0.998325515
X3590129_ZFYVE19,Relapse,RelapseFree,20,20,1.122731928,2.172275885,37.65332427,0.036200495,0.011322681,0.322704319,5.2619015,5.094888,0,two.sided,Welch Two Sample t-test,0.998325515
X3389450_CASP1,Relapse,RelapseFree,20,20,-1.60443017,-2.176087201,35.41998545,0.036302513,-1.318097449,-0.046024551,5.167856,5.849917,0,two.sided,Welch Two Sample t-test,0.998325515
X2453370_PLXNA2,Relapse,RelapseFree,20,20,1.17081408,2.183810565,32.19954142,0.036372629,0.015353409,0.439670591,5.628024,5.400512,0,two.sided,Welch Two Sample t-test,0.998325515
X3770857_RECQL5,Relapse,RelapseFree,20,20,1.108204784,2.169132018,37.75031711,0.036438939,0.009860399,0.286588601,4.7453495,4.597125,0,two.sided,Welch Two Sample t-test,0.998325515
X3630378_LOC100131796,Relapse,RelapseFree,20,20,1.143147051,2.168778397,37.82512083,0.036454877,0.012822155,0.373199845,3.560507,3.367496,0,two.sided,Welch Two Sample t-test,0.998325515
X3882241_C20orf185,Relapse,RelapseFree,20,20,1.09686274,2.170236842,36.47749916,0.036575898,0.008792745,0.257973255,4.27656,4.143177,0,two.sided,Welch Two Sample t-test,0.998325515
X3325839_TCP11L1,Relapse,RelapseFree,20,20,1.235912408,2.166536159,37.85894993,0.036632121,0.020013309,0.591139691,5.2398165,4.93424,0,two.sided,Welch Two Sample t-test,0.998325515
X3377226_EHD1,Relapse,RelapseFree,20,20,-1.123705901,-2.166056375,37.94927514,0.036655929,-0.32553124,-0.01099776,5.0663335,5.234598,0,two.sided,Welch Two Sample t-test,0.998325515
X3231121_WDR85,Relapse,RelapseFree,20,20,-1.089632394,-2.166500377,37.66422778,0.036668634,-0.239593812,-0.008089188,5.5395175,5.663359,0,two.sided,Welch Two Sample t-test,0.998325515
X3364525_PLEKHA7,Relapse,RelapseFree,20,20,1.18693012,2.165553462,37.89888179,0.03670575,0.016095498,0.478374502,5.190839,4.943604,0,two.sided,Welch Two Sample t-test,0.998325515
X2633256_ST3GAL6,Relapse,RelapseFree,20,20,-1.115612497,-2.168506581,36.00722633,0.03680506,-0.305450961,-0.010221039,2.4947375,2.6525735,0,two.sided,Welch Two Sample t-test,0.998325515
X3544441_FAM164C,Relapse,RelapseFree,20,20,1.149713184,2.17239267,34.33611991,0.036820361,0.013052713,0.389495287,4.3962535,4.1949795,0,two.sided,Welch Two Sample t-test,0.998325515
X3770699_MIF4GD,Relapse,RelapseFree,20,20,1.131465817,2.163267423,37.99744102,0.036876688,0.011438921,0.344947079,5.155231,4.977038,0,two.sided,Welch Two Sample t-test,0.998325515
X2376457_CDK18,Relapse,RelapseFree,20,20,1.092856139,2.172892984,33.87633301,0.036876778,0.008275857,0.247931143,5.6461885,5.518085,0,two.sided,Welch Two Sample t-test,0.998325515
X2531589_ITM2C,Relapse,RelapseFree,20,20,1.402552233,2.174370338,31.85785752,0.037216445,0.030768795,0.945340205,7.0475885,6.559534,0,two.sided,Welch Two Sample t-test,0.998325515
X3903146_E2F1,Relapse,RelapseFree,20,20,-1.108960516,-2.160077632,37.44194313,0.037236639,-0.289112101,-0.009303899,5.658882,5.80809,0,two.sided,Welch Two Sample t-test,0.998325515
X2904485_SCUBE3,Relapse,RelapseFree,20,20,1.121558988,2.167206357,33.91626589,0.037333637,0.010292669,0.320718331,4.8485245,4.683019,0,two.sided,Welch Two Sample t-test,0.998325515
X3954879_VPREB3,Relapse,RelapseFree,20,20,-1.239886447,-2.158899584,37.3376988,0.037352895,-0.60125872,-0.01915728,4.415961,4.726169,0,two.sided,Welch Two Sample t-test,0.998325515
X2693563_,Relapse,RelapseFree,20,20,1.212039738,2.177420178,30.05955852,0.037430303,0.017241528,0.537632472,4.2975715,4.0201345,0,two.sided,Welch Two Sample t-test,0.998325515
X2701049_GPR87,Relapse,RelapseFree,20,20,-1.179551983,-2.17903658,29.21037457,0.037536928,-0.461778653,-0.014699347,2.038008,2.276247,0,two.sided,Welch Two Sample t-test,0.998325515
X3543935_COQ6,Relapse,RelapseFree,20,20,1.135122895,2.164003927,33.04455559,0.037790592,0.010950006,0.354746994,5.080263,4.8974145,0,two.sided,Welch Two Sample t-test,0.998325515
X2546795_CAPN13,Relapse,RelapseFree,20,20,1.194181811,2.155169336,36.63143337,0.037792358,0.015239983,0.496805017,4.5960675,4.340045,0,two.sided,Welch Two Sample t-test,0.998325515
X3151607_FBXO32,Relapse,RelapseFree,20,20,1.46203414,2.158134963,34.86240701,0.03788807,0.032434904,1.063519096,4.5747955,4.0268185,0,two.sided,Welch Two Sample t-test,0.998325515
X3332615_TMEM109,Relapse,RelapseFree,20,20,1.19141539,2.176709689,28.46090349,0.037949066,0.015066958,0.490286042,5.743582,5.4909055,0,two.sided,Welch Two Sample t-test,0.998325515
X3887452_SLC2A10,Relapse,RelapseFree,20,20,1.092794025,2.148762788,37.99845811,0.038087892,0.007409618,0.248633382,4.6168245,4.488803,0,two.sided,Welch Two Sample t-test,0.998325515
X2357193_,Relapse,RelapseFree,20,20,1.818616692,2.154061729,35.20113348,0.038161297,0.049817605,1.675865395,4.847357,3.9845155,0,two.sided,Welch Two Sample t-test,0.998325515
X3249886_TET1,Relapse,RelapseFree,20,20,-1.179580191,-2.174449828,28.28033862,0.038189944,-0.4626352,-0.0139118,3.5996145,3.837888,0,two.sided,Welch Two Sample t-test,0.998325515
X2735459_HERC3,Relapse,RelapseFree,20,20,1.223728065,2.149383706,36.99098532,0.03821401,0.016692534,0.565873466,5.5519765,5.2606935,0,two.sided,Welch Two Sample t-test,0.998325515
X2328273_SERINC2,Relapse,RelapseFree,20,20,1.353313891,2.157307038,33.14188853,0.038327713,0.024911881,0.848081119,7.0455835,6.609087,0,two.sided,Welch Two Sample t-test,0.998325515
X3151819_C8orf78,Relapse,RelapseFree,20,20,1.15463671,2.166434866,29.54110784,0.038478955,0.011761254,0.403116746,3.772634,3.565195,0,two.sided,Welch Two Sample t-test,0.998325515
X2756309_ABCA11P,Relapse,RelapseFree,20,20,-1.250607436,-2.1674152,28.84391578,0.038600677,-0.627141734,-0.018116266,3.2966005,3.6192295,0,two.sided,Welch Two Sample t-test,0.998325515
X3061181_ERVWE1,Relapse,RelapseFree,20,20,1.219714928,2.17425494,26.55357533,0.038775961,0.015921375,0.557166625,4.8208705,4.5343265,0,two.sided,Welch Two Sample t-test,0.998325515
X2451419_RABIF,Relapse,RelapseFree,20,20,1.401922891,2.1495631,33.90435112,0.038813582,0.02655375,0.94826025,5.5980335,5.1106265,0,two.sided,Welch Two Sample t-test,0.998325515
X2318212_C1orf211,Relapse,RelapseFree,20,20,1.185722164,2.141451695,37.39092441,0.038818951,0.013309886,0.478222114,3.9843065,3.7385405,0,two.sided,Welch Two Sample t-test,0.998325515
X3736204_C17orf99,Relapse,RelapseFree,20,20,1.142325264,2.142378197,35.5491479,0.039086954,0.010160677,0.373786323,5.75085,5.5588765,0,two.sided,Welch Two Sample t-test,0.998325515
X2757621_POLN,Relapse,RelapseFree,20,20,-1.08771342,-2.137231119,37.88739462,0.039095349,-0.236204156,-0.006392844,3.1797095,3.301008,0,two.sided,Welch Two Sample t-test,0.998325515
X3231157_ZMYND19,Relapse,RelapseFree,20,20,-1.189767768,-2.138335517,37.28722625,0.039106531,-0.488151569,-0.013208431,6.3154785,6.5661585,0,two.sided,Welch Two Sample t-test,0.998325515
X2760199_SLC2A9,Relapse,RelapseFree,20,20,1.099749923,2.140107651,36.25954832,0.039144365,0.007212094,0.267138906,4.736097,4.5989215,0,two.sided,Welch Two Sample t-test,0.998325515
X3480227_,Relapse,RelapseFree,20,20,1.174494128,2.137476193,37.42665122,0.039155842,0.012165313,0.451913687,5.0091085,4.777069,0,two.sided,Welch Two Sample t-test,0.998325515
X3818047_HSD11B1L,Relapse,RelapseFree,20,20,1.11423999,2.136210208,37.97464886,0.039168653,0.008165435,0.303954565,4.842963,4.686903,0,two.sided,Welch Two Sample t-test,0.998325515
X3106479_NECAB1,Relapse,RelapseFree,20,20,-1.121412456,-2.137255801,36.94738221,0.039262181,-0.322050771,-0.008583229,2.474664,2.639981,0,two.sided,Welch Two Sample t-test,0.998325515
X3096638_POTEA,Relapse,RelapseFree,20,20,-1.122293099,-2.154171518,30.0856544,0.03935846,-0.324233895,-0.008665105,1.6568215,1.823271,0,two.sided,Welch Two Sample t-test,0.998325515
X2350316_FNDC7,Relapse,RelapseFree,20,20,-1.144575396,-2.13431923,37.81122512,0.039361842,-0.37962176,-0.01000324,2.795494,2.9903065,0,two.sided,Welch Two Sample t-test,0.998325515
X3302533_SFRP5,Relapse,RelapseFree,20,20,-1.185436595,-2.135375607,37.25672465,0.039369024,-0.47823444,-0.01260256,4.6683085,4.913727,0,two.sided,Welch Two Sample t-test,0.998325515
X3567243_C14orf39,Relapse,RelapseFree,20,20,-1.149262613,-2.146149739,32.57441983,0.039407617,-0.391071396,-0.010345604,1.4836405,1.684349,0,two.sided,Welch Two Sample t-test,0.998325515
X3824648_CCDC124,Relapse,RelapseFree,20,20,-1.173019096,-2.139484886,34.47533565,0.039557473,-0.44880203,-0.01165097,5.3804825,5.610709,0,two.sided,Welch Two Sample t-test,0.998325515
X3116614_TG,Relapse,RelapseFree,20,20,1.12785062,2.135617403,35.88850056,0.039605984,0.008721367,0.338430633,4.4451675,4.2715915,0,two.sided,Welch Two Sample t-test,0.998325515
X3625440_PYGO1,Relapse,RelapseFree,20,20,-1.348844932,-2.135382264,35.97817063,0.039608974,-0.841766454,-0.021682546,5.0042465,5.435971,0,two.sided,Welch Two Sample t-test,0.998325515
X3407016_CAPZA3,Relapse,RelapseFree,20,20,-1.218327502,-2.150087509,30.39876145,0.039621474,-0.555368953,-0.014435047,1.4982665,1.7831685,0,two.sided,Welch Two Sample t-test,0.998325515
X3701779_SDR42E1,Relapse,RelapseFree,20,20,1.373813341,2.129322513,37.96035929,0.03977327,0.022563464,0.893808536,4.7913145,4.3331285,0,two.sided,Welch Two Sample t-test,0.998325515
X3445723_ART4,Relapse,RelapseFree,20,20,-1.197574162,-2.128735686,36.99876305,0.039998318,-0.507700292,-0.012529708,3.5098225,3.7699375,0,two.sided,Welch Two Sample t-test,0.998325515
X3554622_PACS2,Relapse,RelapseFree,20,20,1.308572176,2.132826826,35.14607873,0.039998909,0.018740986,0.757246014,4.948002,4.5600085,0,two.sided,Welch Two Sample t-test,0.998325515
X2662331_CAMK1,Relapse,RelapseFree,20,20,1.080005381,2.125969548,37.85639532,0.040087681,0.005292067,0.216784933,5.8334635,5.722425,0,two.sided,Welch Two Sample t-test,0.998325515
X3922333_C21orf121,Relapse,RelapseFree,20,20,-1.267645193,-2.136344523,33.01161804,0.040155866,-0.667988958,-0.016313042,2.181276,2.523427,0,two.sided,Welch Two Sample t-test,0.998325515
X2501204_IL1RN,Relapse,RelapseFree,20,20,-1.15670903,-2.124904949,37.91362485,0.040171981,-0.410132466,-0.009919534,4.0613095,4.2713355,0,two.sided,Welch Two Sample t-test,0.998325515
X2977949_EPM2A,Relapse,RelapseFree,20,20,1.137248081,2.141448608,30.66989271,0.040294832,0.008755106,0.362338894,3.669213,3.483666,0,two.sided,Welch Two Sample t-test,0.998325515
X4048764_C6orf35,Relapse,RelapseFree,20,20,1.397506507,2.128583712,35.33351859,0.040334713,0.022493912,0.943216088,5.326452,4.843597,0,two.sided,Welch Two Sample t-test,0.998325515
X3341362_AQP11,Relapse,RelapseFree,20,20,-1.145088815,-2.126720365,35.9800729,0.040370734,-0.381858177,-0.009060823,4.0502225,4.245682,0,two.sided,Welch Two Sample t-test,0.998325515
X3829932_,Relapse,RelapseFree,20,20,1.18091326,2.136545108,31.94673254,0.040393819,0.011169998,0.468636002,3.986645,3.746742,0,two.sided,Welch Two Sample t-test,0.998325515
X3011675_ZNF804B,Relapse,RelapseFree,20,20,-1.168098148,-2.148624897,27.82949721,0.04051219,-0.437926495,-0.010396505,2.874868,3.0990295,0,two.sided,Welch Two Sample t-test,0.998325515
X2725977_GABRB1,Relapse,RelapseFree,20,20,-1.130510585,-2.124616329,36.02727212,0.040548545,-0.345904524,-0.008044476,1.963262,2.1402365,0,two.sided,Welch Two Sample t-test,0.998325515
X3545311_KIAA1737,Relapse,RelapseFree,20,20,1.144251751,2.119761946,37.97116079,0.040620674,0.008741599,0.380067401,5.082317,4.8879125,0,two.sided,Welch Two Sample t-test,0.998325515
X4016193_TMSB15A,Relapse,RelapseFree,20,20,-1.226666016,-2.143262535,28.35103492,0.040811185,-0.576283388,-0.013201612,1.4888565,1.783599,0,two.sided,Welch Two Sample t-test,0.998325515
X2362351_PYHIN1,Relapse,RelapseFree,20,20,-1.156401592,-2.120319134,36.31134737,0.04087757,-0.410106733,-0.009178267,3.686767,3.8964095,0,two.sided,Welch Two Sample t-test,0.998325515
X3011454_DBF4,Relapse,RelapseFree,20,20,-1.277109741,-2.119902842,36.43760338,0.040890619,-0.690341626,-0.015423374,2.9874745,3.340357,0,two.sided,Welch Two Sample t-test,0.998325515
X2382970_EPHX1,Relapse,RelapseFree,20,20,1.163079328,2.119402186,36.58168706,0.040908038,0.0095048,0.4263942,4.8144815,4.596532,0,two.sided,Welch Two Sample t-test,0.998325515
X3744377_SLC25A35,Relapse,RelapseFree,20,20,1.126380685,2.115875318,37.98163018,0.040968627,0.007420707,0.335968293,4.191535,4.0198405,0,two.sided,Welch Two Sample t-test,0.998325515
X3016070_MUC17,Relapse,RelapseFree,20,20,1.863043035,2.12509605,33.79656851,0.040972119,0.039031014,1.756290986,5.4146975,4.5170365,0,two.sided,Welch Two Sample t-test,0.998325515
X3555521_GAFA1,Relapse,RelapseFree,20,20,-1.199897774,-2.129101963,31.80977939,0.04108563,-0.51450059,-0.01132241,2.203694,2.4666055,0,two.sided,Welch Two Sample t-test,0.998325515
X3826417_ZNF430,Relapse,RelapseFree,20,20,-1.180662811,-2.114429742,37.81024995,0.041129934,-0.469029413,-0.010164587,2.3758925,2.6154895,0,two.sided,Welch Two Sample t-test,0.998325515
X3101153_BHLHE22,Relapse,RelapseFree,20,20,-1.099710285,-2.114672625,37.68340815,0.041130701,-0.268429224,-0.005817776,4.6163165,4.75344,0,two.sided,Welch Two Sample t-test,0.998325515
